,gender,age,age_o,samerace,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,interests_correlate,like,match,race_Black/African American,race_European/Caucasian-American,race_Latino/Hispanic American,race_Other,race_o_Black/African American,race_o_European/Caucasian-American,race_o_Latino/Hispanic American,race_o_Other,field_Biology,field_Business,field_Chemistry,field_Clinical Psychology,field_Education,field_Electrical Engineering,field_Engineering,field_Film,field_Finance,field_International Affairs,field_Law,field_MBA,field_Mathematics,field_Operations Research,field_Physics,field_Political Science,field_Psychology,field_School Psychology,field_Social Work,field_Sociology,field_medicine,field_sociology
10,1,24.0,27.0,1,2.0,5.0,3.5,3.333333333333333,4.0,4.0,0.0,8.0,7.0,6.0,9.0,7.0,4.5,1.25,5.0,4.0,0.0,7.0,5.0,10.0,8.0,3.0,5.0,7.0,8.0,4.0,6.0,0.29,6.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1,24.0,22.0,1,2.0,5.0,6.0,0.0,0.0,8.0,0.0,7.0,6.0,10.0,6.0,6.0,4.5,1.25,5.0,4.0,0.0,7.0,5.0,10.0,8.0,3.0,8.0,5.0,6.0,6.0,9.0,0.18,7.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,1,24.0,22.0,0,2.0,5.0,1.9000000000000001,3.0,3.8000000000000003,3.6,2.6415094339622645,10.0,10.0,10.0,10.0,10.0,4.5,1.25,5.0,4.0,0.0,7.0,5.0,10.0,8.0,3.0,5.0,8.0,9.0,6.0,3.0,0.1,6.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1,24.0,23.0,1,2.0,5.0,3.0,0.8333333333333333,3.0,8.0,0.9433962264150944,9.0,9.0,9.0,9.0,9.0,4.5,1.25,5.0,4.0,0.0,7.0,5.0,10.0,8.0,3.0,7.0,9.0,7.0,6.0,5.0,-0.21,7.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,1,24.0,24.0,0,2.0,5.0,3.0,1.6666666666666665,4.0,2.0,1.8867924528301887,10.0,10.0,10.0,10.0,7.0,4.5,1.25,5.0,4.0,0.0,7.0,5.0,10.0,8.0,3.0,6.0,8.0,7.0,9.0,7.0,0.32,8.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,1,24.0,25.0,1,2.0,5.0,5.0,0.0,6.0,2.0,0.0,7.0,8.0,7.0,5.0,7.0,4.5,1.25,5.0,4.0,0.0,7.0,5.0,10.0,8.0,3.0,8.0,7.0,8.0,3.0,6.0,0.73,6.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1,24.0,30.0,1,2.0,5.0,3.5,2.5,5.0,2.0,0.9433962264150944,5.0,3.0,4.0,3.0,5.0,4.5,1.25,5.0,4.0,0.0,7.0,5.0,10.0,8.0,3.0,7.0,5.0,9.0,6.0,7.0,0.6,8.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1,24.0,27.0,1,2.0,5.0,3.333,1.8516666666666666,2.222,2.222,2.0962264150943395,7.0,7.0,7.0,7.0,7.0,4.5,1.25,5.0,4.0,0.0,7.0,5.0,10.0,8.0,3.0,5.0,8.0,7.0,5.0,9.0,0.07,5.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1,24.0,28.0,1,2.0,5.0,5.0,0.0,5.0,2.0,0.0,8.0,6.0,9.0,9.0,8.0,4.5,1.25,5.0,4.0,0.0,7.0,5.0,10.0,8.0,3.0,7.0,6.0,8.0,9.0,4.0,0.11,5.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1,24.0,24.0,1,2.0,5.0,10.0,0.0,0.0,0.0,0.0,6.0,5.0,7.0,7.0,9.0,4.5,1.25,5.0,4.0,0.0,7.0,5.0,10.0,8.0,3.0,6.0,7.0,8.0,7.0,9.0,0.39,8.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1,23.0,27.0,1,1.0,1.0,3.5,3.333333333333333,4.0,4.0,0.0,6.0,7.0,8.0,7.0,7.0,2.0,5.0,4.0,4.0,3.333333333333333,7.0,8.0,9.0,7.0,8.0,4.0,10.0,8.0,5.0,8.0,-0.18,6.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,1,23.0,22.0,1,1.0,1.0,6.0,0.0,0.0,8.0,0.0,6.0,5.0,10.0,6.0,6.0,2.0,5.0,4.0,4.0,3.333333333333333,7.0,8.0,9.0,7.0,8.0,8.0,7.0,8.0,10.0,7.0,-0.18,8.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1,23.0,22.0,0,1.0,1.0,1.9000000000000001,3.0,3.8000000000000003,3.6,2.6415094339622645,10.0,10.0,10.0,10.0,10.0,2.0,5.0,4.0,4.0,3.333333333333333,7.0,8.0,9.0,7.0,8.0,4.0,7.0,8.0,8.0,6.0,0.05,4.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,1,23.0,23.0,1,1.0,1.0,3.0,0.8333333333333333,3.0,8.0,0.9433962264150944,7.0,7.0,7.0,9.0,9.0,2.0,5.0,4.0,4.0,3.333333333333333,7.0,8.0,9.0,7.0,8.0,8.0,10.0,7.0,10.0,7.0,-0.18,8.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,1,23.0,24.0,0,1.0,1.0,3.0,1.6666666666666665,4.0,2.0,1.8867924528301887,8.0,8.0,9.0,8.0,8.0,2.0,5.0,4.0,4.0,3.333333333333333,7.0,8.0,9.0,7.0,8.0,6.0,9.0,8.0,9.0,8.0,0.21,7.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1,23.0,25.0,1,1.0,1.0,5.0,0.0,6.0,2.0,0.0,6.0,6.0,7.0,7.0,8.0,2.0,5.0,4.0,4.0,3.333333333333333,7.0,8.0,9.0,7.0,8.0,5.0,10.0,8.0,4.0,8.0,0.37,4.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1,23.0,30.0,1,1.0,1.0,3.5,2.5,5.0,2.0,0.9433962264150944,7.0,6.0,3.0,5.0,6.0,2.0,5.0,4.0,4.0,3.333333333333333,7.0,8.0,9.0,7.0,8.0,7.0,10.0,10.0,7.0,10.0,0.35,5.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1,23.0,27.0,1,1.0,1.0,3.333,1.8516666666666666,2.222,2.222,2.0962264150943395,6.0,7.0,8.0,6.0,6.0,2.0,5.0,4.0,4.0,3.333333333333333,7.0,8.0,9.0,7.0,8.0,5.0,9.0,9.0,5.0,9.0,0.15,6.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,1,23.0,28.0,1,1.0,1.0,5.0,0.0,5.0,2.0,0.0,7.0,7.0,7.0,10.0,9.0,2.0,5.0,4.0,4.0,3.333333333333333,7.0,8.0,9.0,7.0,8.0,9.0,8.0,10.0,10.0,7.0,-0.47,8.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,1,23.0,24.0,1,1.0,1.0,10.0,0.0,0.0,0.0,0.0,7.0,8.0,8.0,7.0,8.0,2.0,5.0,4.0,4.0,3.333333333333333,7.0,8.0,9.0,7.0,8.0,8.0,9.0,10.0,10.0,8.0,-0.19,10.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,1,21.0,27.0,1,8.0,1.0,3.5,3.333333333333333,4.0,4.0,0.0,6.0,8.0,8.0,8.0,7.0,2.0,1.25,5.0,5.0,3.333333333333333,6.0,3.0,6.0,10.0,8.0,5.0,8.0,8.0,2.0,2.0,-0.43,7.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1,21.0,22.0,1,8.0,1.0,6.0,0.0,0.0,8.0,0.0,6.0,7.0,10.0,7.0,6.0,2.0,1.25,5.0,5.0,3.333333333333333,6.0,3.0,6.0,10.0,8.0,8.0,6.0,6.0,5.0,5.0,0.0,6.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,1,21.0,22.0,0,8.0,1.0,1.9000000000000001,3.0,3.8000000000000003,3.6,2.6415094339622645,10.0,10.0,10.0,10.0,10.0,2.0,1.25,5.0,5.0,3.333333333333333,6.0,3.0,6.0,10.0,8.0,4.0,6.0,8.0,8.0,6.0,-0.17,6.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,1,21.0,23.0,1,8.0,1.0,3.0,0.8333333333333333,3.0,8.0,0.9433962264150944,6.0,8.0,6.0,8.0,10.0,2.0,1.25,5.0,5.0,3.333333333333333,6.0,3.0,6.0,10.0,8.0,8.0,5.0,5.0,7.0,7.0,0.08,8.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,1,21.0,24.0,0,8.0,1.0,3.0,1.6666666666666665,4.0,2.0,1.8867924528301887,5.0,9.0,9.0,7.0,9.0,2.0,1.25,5.0,5.0,3.333333333333333,6.0,3.0,6.0,10.0,8.0,6.0,7.0,7.0,5.0,4.0,-0.16,7.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,1,21.0,25.0,1,8.0,1.0,5.0,0.0,6.0,2.0,0.0,5.0,8.0,7.0,7.0,7.0,2.0,1.25,5.0,5.0,3.333333333333333,6.0,3.0,6.0,10.0,8.0,5.0,6.0,7.0,5.0,7.0,0.06,7.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,1,21.0,30.0,1,8.0,1.0,3.5,2.5,5.0,2.0,0.9433962264150944,2.0,3.0,4.0,4.0,5.0,2.0,1.25,5.0,5.0,3.333333333333333,6.0,3.0,6.0,10.0,8.0,6.0,6.0,8.0,5.0,5.0,-0.05,6.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,1,21.0,27.0,1,8.0,1.0,3.333,1.8516666666666666,2.222,2.222,2.0962264150943395,5.0,5.0,6.0,5.0,5.0,2.0,1.25,5.0,5.0,3.333333333333333,6.0,3.0,6.0,10.0,8.0,5.0,5.0,7.0,6.0,7.0,0.07,6.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,1,21.0,28.0,1,8.0,1.0,5.0,0.0,5.0,2.0,0.0,5.0,9.0,9.0,9.0,9.0,2.0,1.25,5.0,5.0,3.333333333333333,6.0,3.0,6.0,10.0,8.0,7.0,5.0,7.0,8.0,7.0,-0.13,9.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,1,21.0,24.0,1,8.0,1.0,10.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.0,10.0,2.0,1.25,5.0,5.0,3.333333333333333,6.0,3.0,6.0,10.0,8.0,9.0,6.0,7.0,9.0,6.0,-0.06,10.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,1,23.0,27.0,0,1.0,1.0,3.5,3.333333333333333,4.0,4.0,0.0,7.0,9.0,8.0,9.0,8.0,1.0,6.25,4.0,5.0,1.6666666666666665,5.0,7.0,8.0,9.0,5.0,6.0,9.0,7.0,6.0,7.0,0.33,6.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,1,23.0,22.0,0,1.0,1.0,6.0,0.0,0.0,8.0,0.0,6.0,8.0,10.0,6.0,7.0,1.0,6.25,4.0,5.0,1.6666666666666665,5.0,7.0,8.0,9.0,5.0,6.0,9.0,9.0,6.0,8.0,0.37,7.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,1,23.0,22.0,1,1.0,1.0,1.9000000000000001,3.0,3.8000000000000003,3.6,2.6415094339622645,10.0,10.0,10.0,10.0,10.0,1.0,6.25,4.0,5.0,1.6666666666666665,5.0,7.0,8.0,9.0,5.0,4.0,7.0,9.0,4.0,3.0,-0.51,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,1,23.0,23.0,0,1.0,1.0,3.0,0.8333333333333333,3.0,8.0,0.9433962264150944,6.0,8.0,8.0,7.0,9.0,1.0,6.25,4.0,5.0,1.6666666666666665,5.0,7.0,8.0,9.0,5.0,8.0,6.0,7.0,8.0,2.0,0.12,9.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,1,23.0,24.0,0,1.0,1.0,3.0,1.6666666666666665,4.0,2.0,1.8867924528301887,9.0,7.0,9.0,7.0,9.0,1.0,6.25,4.0,5.0,1.6666666666666665,5.0,7.0,8.0,9.0,5.0,5.0,4.0,8.0,8.0,4.0,0.35,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,1,23.0,25.0,0,1.0,1.0,5.0,0.0,6.0,2.0,0.0,6.0,6.0,8.0,8.0,8.0,1.0,6.25,4.0,5.0,1.6666666666666665,5.0,7.0,8.0,9.0,5.0,3.0,7.0,6.0,1.0,1.0,0.19,2.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,1,23.0,30.0,0,1.0,1.0,3.5,2.5,5.0,2.0,0.9433962264150944,5.0,6.0,8.0,4.0,5.0,1.0,6.25,4.0,5.0,1.6666666666666665,5.0,7.0,8.0,9.0,5.0,8.0,8.0,8.0,8.0,3.0,0.47,8.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1,23.0,27.0,0,1.0,1.0,3.333,1.8516666666666666,2.222,2.222,2.0962264150943395,6.0,7.0,8.0,7.0,8.0,1.0,6.25,4.0,5.0,1.6666666666666665,5.0,7.0,8.0,9.0,5.0,4.0,8.0,9.0,2.0,8.0,0.03,5.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,1,23.0,28.0,0,1.0,1.0,5.0,0.0,5.0,2.0,0.0,6.0,7.0,7.0,6.0,6.0,1.0,6.25,4.0,5.0,1.6666666666666665,5.0,7.0,8.0,9.0,5.0,7.0,6.0,8.0,8.0,6.0,0.46,9.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,1,23.0,24.0,0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,7.0,10.0,10.0,6.0,10.0,1.0,6.25,4.0,5.0,1.6666666666666665,5.0,7.0,8.0,9.0,5.0,8.0,9.0,9.0,9.0,10.0,0.43,9.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
